date,tweet_sentiment,sentiment_weighted,tweets,attention
5/12/2020,0.014583333,0.009166667,10,11
5/13/2020,0.008730159,0.018650794,6,7
5/14/2020,0.00625,0.025,6,4
5/15/2020,0.084135472,0.15258467,17,50
5/16/2020,-0.0125,-0.0125,2,0
5/17/2020,-0.027777778,-0.277777778,3,13
5/18/2020,0.047535613,0.273447293,26,66
5/19/2020,0.026683502,0.10753367,12,18
5/20/2020,-0.012446918,-0.043331272,21,18
5/21/2020,0.007408009,0.003988095,28,35
5/22/2020,-0.003932179,0.031782107,28,79
5/23/2020,0,0,3,0
5/24/2020,-0.062878788,-0.15530303,9,12
5/25/2020,0.005893579,0.294791126,30,137
5/26/2020,0.070286195,0.294023569,27,53
5/27/2020,0.080749071,0.281172162,57,101
5/28/2020,0.096,0.168,25,25
5/29/2020,0.02028379,0.085045695,21,19
5/30/2020,-0.01625,-0.07875,5,6
5/31/2020,0.104166667,1.5625,2,14
6/1/2020,0.024473994,0.101153871,34,177
6/2/2020,0.042857143,0.295238095,21,22
6/3/2020,0.048833333,0.26925,20,26
6/4/2020,0.062894075,0.407078328,20,34
6/5/2020,0.024448529,0.509926471,17,72
6/6/2020,-0.054285714,-0.054285714,5,0
6/7/2020,0,0,1,0
6/8/2020,-0.026820988,-0.130987654,12,11
6/9/2020,0.007638889,0.010416667,12,4
6/10/2020,0.058333333,0.179545455,11,10
6/11/2020,0.006666667,-0.01,10,6
6/12/2020,0.10375,0.18375,10,4
6/13/2020,0.038888889,0.163888889,6,7
6/14/2020,0,0,1,0
6/15/2020,-0.005208333,-0.03125,16,24
6/16/2020,0.028186275,0.105637255,17,16
6/17/2020,0.008564815,0.022453704,18,12
6/18/2020,0.005482456,0.010964912,19,23
6/19/2020,0.030769231,0.276923077,13,16
6/20/2020,0,0,2,0
6/21/2020,-0.004166667,-0.004166667,4,0
6/22/2020,-0.001960784,0.015686275,17,16
6/23/2020,0.001203704,0.002407407,15,11
6/24/2020,-0.032884615,0.325961538,13,69
6/25/2020,0,0,3,4
6/26/2020,0,0,8,4
6/27/2020,0,0,1,0
6/28/2020,0.039583333,0.089583333,4,1
6/29/2020,0.002631579,0.000877193,19,30
6/30/2020,0.011074263,0.035847506,21,52
7/1/2020,-0.031481481,-0.031481481,20,18
7/2/2020,0.011764706,0.011764706,17,15
7/3/2020,0.066145833,0.097395833,16,10
7/4/2020,0,0,1,0
7/5/2020,-0.005555556,-0.005555556,3,0
7/6/2020,-0.076967593,-0.235300926,12,21
7/7/2020,0.030787982,0.153490646,28,57
7/8/2020,0.109577922,0.198863636,14,14
7/9/2020,0.000621212,0.004575758,25,78
7/10/2020,0.040283447,0.121405896,21,22
7/11/2020,0.128571429,0.128571429,2,0
7/12/2020,0.03,0.09,3,26
7/13/2020,-0.005747126,-0.002873563,29,26
7/14/2020,0,0.847222222,18,86
7/15/2020,0,0,16,17
7/16/2020,-0.00122549,0.034803922,17,40
7/17/2020,0.045757576,0.045757576,11,10
7/18/2020,0.199074074,0.394444444,3,6
7/19/2020,0,0,1,0
7/20/2020,0.132215909,0.226477273,20,17
7/21/2020,0.1721875,0.2059375,16,15
7/22/2020,0.070426693,0.075985963,17,23
7/23/2020,0.102325712,0.183573458,24,26
7/24/2020,0.169078947,0.364473684,19,21
7/25/2020,0.306060606,0.306060606,11,0
7/26/2020,0.276273148,0.302199074,12,5
7/27/2020,0.168558201,0.484444444,21,37
7/28/2020,0.0495671,0.320725108,16,24
7/29/2020,0.089214286,0.289214286,10,9
7/30/2020,0.138935786,0.319285714,21,24
7/31/2020,0.228532609,0.348822464,23,30
8/1/2020,0.371428571,0.371428571,14,0
8/2/2020,0.317977273,0.716727273,10,11
8/3/2020,0.175980392,0.406372549,17,16
8/4/2020,0.055555556,0.164444444,15,12
8/5/2020,0.075743827,0.234611111,18,40
8/6/2020,0.028846154,0.061538462,13,7
8/7/2020,0.012848857,0.248802983,26,41
8/8/2020,0.36,0.36,10,6
8/9/2020,0.3,0.3,9,0
8/10/2020,0.04515625,0.12515625,16,17
8/11/2020,0.054104683,0.873236915,11,33
8/12/2020,0.014484127,0.260714286,12,26
8/13/2020,0.001282051,0.016666667,13,13
8/14/2020,0.117901235,0.117901235,27,26
8/15/2020,0.099537037,0.034722222,4,6
8/16/2020,0,0,1,0
8/17/2020,-0.018148148,0.073333333,12,11
8/18/2020,0.028819444,0.099179293,11,18
8/19/2020,0.030375,0.037458333,15,33
8/20/2020,0.031333333,0.082666667,10,20
8/21/2020,0.02,0.02,10,5
8/22/2020,0,0,1,0
8/23/2020,0,0,3,4
8/24/2020,0,0,11,13
8/25/2020,0.040688131,0.053251263,16,17
8/26/2020,0.084090909,0.104545455,22,19
8/27/2020,0.014545455,0.043636364,11,12
8/28/2020,0.006580087,0.059220779,11,27
8/29/2020,0.125,0.125,2,0
8/30/2020,0,0,2,2
8/31/2020,0.006018519,0.038425926,12,14
9/1/2020,0.012433449,0.79583044,20,97
9/2/2020,-0.019444444,-0.033333333,9,13
9/3/2020,0.02405303,0.013383838,12,14
9/4/2020,0.03704321,0.030808642,15,9
9/5/2020,0.1925,-0.195,5,5
9/6/2020,0,0,1,0
9/7/2020,0.146704545,0.130547138,18,33
9/8/2020,0.136689815,0.136689815,18,12
9/9/2020,0.087022398,0.084848485,23,26
9/10/2020,0.011111111,0.033333333,9,11
9/11/2020,0.072348485,0.83219697,12,21
9/12/2020,0,0,3,4
9/13/2020,-0.027777778,-0.055555556,3,3
9/14/2020,0.067272727,-0.050909091,11,8
9/15/2020,0.085572917,0.244635417,16,29
9/16/2020,0.111426438,0.499307047,26,37
9/17/2020,0.0125,0.2375,12,28
9/18/2020,0.026315789,0.169298246,19,45
9/19/2020,0,0,2,2
9/20/2020,-0.02,-0.02,3,4
9/21/2020,0.057148148,-0.051231481,20,31
9/22/2020,0.018055556,0.019444444,18,32
9/23/2020,0.022,0.086,10,17
9/24/2020,0.041224747,0.304040404,11,34
9/25/2020,0,0,10,11
9/26/2020,0.021141975,0.328858025,6,32
9/27/2020,0,0,2,11
9/28/2020,0.046,0.25,10,26
9/29/2020,0,0,8,8
9/30/2020,0.039342949,0.183092949,13,24
10/1/2020,-0.019738456,-0.078445166,14,10
10/2/2020,0.06712585,0.091870748,14,8
10/3/2020,0,0,1,1
10/4/2020,0.235,0.36,4,2
10/5/2020,0.07265625,0.0828125,8,11
10/6/2020,0.070333333,0.070333333,10,8
10/7/2020,0,0,7,11
10/8/2020,0,0,3,3
10/9/2020,0.04552682,0.024118774,29,43
10/10/2020,0.020571581,0.304978632,13,38
10/11/2020,0.097499306,0.249098055,13,24
10/12/2020,0.050110723,0.139110334,39,67
10/13/2020,0.000698224,0.015222978,21,30
10/14/2020,0.025233697,0.034005626,19,16
10/15/2020,0.008055556,0.016111111,18,13
10/16/2020,0,0,13,8
10/17/2020,0,0,8,4
10/18/2020,0.08,0.16,5,7
10/19/2020,0.065508658,0.248434794,28,82
10/20/2020,0.032738095,0.085714286,21,21
10/21/2020,0.068669733,0.599420094,22,58
10/22/2020,0.000992063,0.00734127,21,56
10/23/2020,0.058468615,0.108468615,22,20
10/24/2020,0,0,2,10
10/25/2020,0.017708333,0.080208333,4,3
10/26/2020,0.073166667,0.4055,20,35
10/27/2020,0.031783293,0.09534988,19,32
10/28/2020,0.001291322,-0.047004132,11,21
10/29/2020,0.033984375,0.1109375,16,40
10/30/2020,0.017298341,0.051283189,24,40
10/31/2020,0.055555556,0.222222222,3,19
11/1/2020,-0.00625,-0.00625,2,1
11/2/2020,-0.004476134,-0.004476134,17,26
11/3/2020,-0.008504464,-0.005290179,20,21
11/4/2020,0.055714286,0.093928571,28,45
11/5/2020,0.03975469,0.124963925,21,25
11/6/2020,0.013125,0.01625,20,14
11/7/2020,0,0,4,7
11/8/2020,0.068398268,0.135064935,3,2
11/9/2020,0.006123737,0.031161616,20,49
11/10/2020,0.017938596,0.051447368,19,66
11/11/2020,0.00610119,0.00639881,14,17
11/12/2020,0.015277778,0.02202381,14,25
11/13/2020,0,0,9,13
11/14/2020,0,0,1,0
11/15/2020,0.021247294,0.041455628,5,4
11/16/2020,-0.003921569,0.030065359,17,23
11/17/2020,0.012397487,0.050585317,21,34
11/18/2020,0.00974026,0.041125541,14,11
11/19/2020,0.042010623,0.073763497,29,64
11/20/2020,0.050108225,0.144352253,18,12
11/21/2020,0.00479798,0.00959596,3,6
11/22/2020,0.098148148,0.098148148,3,0
11/23/2020,0.069568903,0.164013348,15,15
11/24/2020,0.024020202,0.024020202,15,10
11/25/2020,0.0087236,0.0087236,11,4
11/26/2020,-0.005952381,-0.005952381,14,15
11/27/2020,-0.004476584,-0.14084022,11,8
11/28/2020,0.010416667,0.03125,4,2
11/29/2020,-0.011868687,-0.011868687,3,0
11/30/2020,-0.040686275,-0.050980392,17,14
12/1/2020,0.025925926,0.236111111,18,41
12/2/2020,-0.009259259,-0.009259259,9,7
12/3/2020,-0.007575758,-0.007575758,11,9
12/4/2020,0.07808,0.079573333,25,21
12/5/2020,-0.05223064,-0.07723064,6,5
12/6/2020,0,0,1,0
12/7/2020,-0.014098485,-0.068643939,11,7
12/8/2020,0.091269841,0.384920635,7,18
12/9/2020,0.164780329,0.655341553,28,43
12/10/2020,0.048989899,0.246767677,15,19
12/11/2020,-0.011904762,-0.011904762,7,16
12/12/2020,0.166666667,0.416666667,3,3
12/13/2020,0.075757576,0.757575758,3,27
12/14/2020,0.036011905,0.10014881,14,14
12/15/2020,0.040409091,0.093010101,15,23
12/16/2020,0.026158645,0.82241533,17,110
12/17/2020,-0.023072917,-4.501510417,12,105
12/18/2020,0.005297619,0.005297619,14,61
12/19/2020,0.0625,2.0625,4,62
12/20/2020,0.025984848,0.025984848,4,2
12/21/2020,0,0,9,24
12/22/2020,0.019791667,0.082291667,16,23
12/23/2020,-0.004613095,-0.004613095,14,18
12/24/2020,-0.023263889,-0.011805556,12,6
12/25/2020,-0.180555556,-0.180555556,6,3
12/26/2020,0,0,4,2
12/27/2020,0.08,0.16,2,1
12/28/2020,0.022727273,0.022727273,10,11
12/29/2020,0.015719697,0.066098485,16,20
12/30/2020,-0.029761905,-0.047619048,7,5
12/31/2020,0.034418044,0.110261708,11,8
1/1/2021,0.027922078,0.048051948,7,6
1/2/2021,0,0,4,1
1/3/2021,0.03125,0.09375,4,2
1/4/2021,0.046648148,0.191722222,20,60
1/5/2021,0.027939552,0.065688131,32,86
1/6/2021,-0.063177083,-0.05546875,16,53
1/7/2021,0.06297619,0.221190476,14,23
1/8/2021,0.021875,0.121875,16,19
1/9/2021,-0.017261905,-0.051785714,4,2
1/10/2021,-0.015972222,-0.015972222,7,55
1/11/2021,0.030942986,0.103072616,20,30
1/12/2021,0.000980392,-0.003921569,17,29
1/13/2021,-0.007222222,-0.039444444,21,22
1/14/2021,0.006698015,0.00876698,29,26
1/15/2021,0.002083333,-0.020833333,16,60
1/16/2021,-0.033333333,-0.066666667,3,1
1/17/2021,0.02,0.245,5,11
1/18/2021,-0.018386243,-0.098677249,21,30
1/19/2021,0.016636905,0.016428571,16,43
1/20/2021,-0.000735294,-1.127941176,17,60
1/21/2021,0.031085581,0.031401931,13,19
1/22/2021,0.048958333,0.048958333,16,18
1/23/2021,0.174074074,0.507407407,3,2
1/24/2021,0,0,2,0
1/25/2021,-0.015656566,-0.073989899,12,15
1/26/2021,0.117765568,0.111355311,13,9
1/27/2021,-0.010416667,-0.020833333,8,7
1/28/2021,0.012820513,0.025641026,13,23
1/29/2021,0.043359375,0.118359375,16,12
1/30/2021,0,0,3,2
1/31/2021,0.091666667,0.491666667,6,25
2/1/2021,0.003734599,0.016658342,26,35
2/2/2021,-0.007407407,-0.140740741,9,12
2/3/2021,0.164814815,0.775,18,48
2/4/2021,-0.008055556,-0.054722222,15,20
2/5/2021,0.019047619,0.038095238,15,71
2/6/2021,0.225,0.675,2,2
2/7/2021,0,0,2,1
2/8/2021,0.014927048,0.028731762,27,39
2/9/2021,0.027521645,0.131374459,21,51
2/10/2021,-0.0028125,-0.0028125,16,42
2/11/2021,0,0,4,3
2/12/2021,0.02,-0.12,5,3
2/13/2021,0.115972222,0.340972222,4,26
2/14/2021,-0.014351852,0.173148148,3,5
2/15/2021,-0.025925926,-0.025925926,6,7
2/16/2021,0,0,5,4
2/17/2021,0.034722222,0.069444444,6,9
2/18/2021,0.022142857,0.042777778,14,31
2/19/2021,0.050438596,0.098684211,19,60
2/20/2021,0.1,0.4,3,9
2/21/2021,0.166666667,1,2,5
2/22/2021,-0.02,-0.1,10,14
2/23/2021,-0.010595753,-0.211915069,7,22
2/24/2021,-0.014814815,-0.014814815,9,9
2/25/2021,0.083333333,0.083333333,6,4
2/26/2021,-0.011458333,-0.001041667,12,32
2/27/2021,0.15,0.42,5,29
2/28/2021,0.0675,0.4725,3,7
3/1/2021,0.044444444,0.084814815,15,17
3/2/2021,-0.077843137,-0.128823529,17,36
3/3/2021,0.011458333,0.097916667,20,37
3/4/2021,-0.008333333,-0.1,10,22
3/5/2021,0.056098485,0.092689394,22,44
3/6/2021,-0.036545455,0.484909091,5,46
3/7/2021,0.0271875,0.1209375,8,10
3/8/2021,-0.007325149,0.188846726,32,361
3/9/2021,0.017529461,0.18604798,18,64
3/10/2021,0.007738095,-0.34898088,12,35
3/11/2021,0.015792181,-0.017695473,18,14
3/12/2021,-0.006944444,-0.020833333,12,32
3/13/2021,0.2375,0.5875,4,41
3/14/2021,0.5,0.5,1,0
3/15/2021,0.014791667,0.025,20,37
3/16/2021,0.057043651,0.400297619,12,24
3/17/2021,0.00120614,0.022039474,19,36
3/18/2021,-0.003333333,-0.012,25,41
3/19/2021,0.021597222,0.104513889,24,48
3/20/2021,0.091666667,0.583333333,3,8
3/21/2021,,,0,0
3/22/2021,0.010666667,0.032,10,22
3/23/2021,-0.05375,-0.224166667,10,13
3/24/2021,-0.013888889,-0.055555556,6,6
3/25/2021,-0.082564103,0.063910256,26,67
3/26/2021,0.023899177,0.047417695,18,18
3/27/2021,0.45,1.35,1,2
3/28/2021,0.024,0.036,5,4
3/29/2021,0.040049303,0.562848725,18,95
3/30/2021,0.053363997,0.245299423,14,29
3/31/2021,0.022222222,0.143434343,11,13
4/1/2021,0.028472222,-0.008564815,9,15
4/2/2021,0.025,0.05,8,6
4/3/2021,0.45,1.8,1,3
4/4/2021,0,0,1,5
4/5/2021,0,0,1,1
4/6/2021,-0.018518519,-0.083333333,9,12
4/7/2021,-0.022830344,-0.054957741,11,7
4/8/2021,-0.00952381,0.066666667,7,8
4/9/2021,-0.015151515,-0.037878788,11,19
4/10/2021,0.45,0.9,1,1
4/11/2021,0,0,3,1
4/12/2021,-0.003761297,0.015430622,19,41
4/13/2021,-0.027604167,-0.051041667,12,22
4/14/2021,-0.015972222,-0.041666667,12,18
4/15/2021,-0.003333333,-0.046190476,14,24
4/16/2021,0.024833333,0.028666667,15,20
4/17/2021,0.45,0.45,1,0
4/18/2021,0,0,2,5
4/19/2021,0.018148148,-0.013703704,10,23
4/20/2021,0.039772727,0.12012987,14,13
4/21/2021,-0.038888889,-0.040740741,9,6
4/22/2021,-0.041666667,-0.125,4,5
4/23/2021,0.104734848,0.237689394,11,13
4/24/2021,0.15,0.45,3,3
4/25/2021,-0.033950617,-0.101851852,3,2
4/26/2021,0.017307692,0.034615385,13,17
4/27/2021,0,0,5,8
4/28/2021,-0.05,-0.05,6,9
4/29/2021,-0.05,-0.083333333,5,8
4/30/2021,-0.027083333,-0.054166667,7,4
5/1/2021,0.130416667,0.371666667,2,5
5/2/2021,,,0,0
5/3/2021,0,0,2,2
5/4/2021,0,0,1,1
5/5/2021,-0.041666667,-0.041666667,3,1
5/6/2021,0,0,3,3
5/7/2021,0.024074074,0.072222222,9,15
5/8/2021,0.131481481,0.412962963,3,4
5/9/2021,-0.008333333,-0.008333333,2,1
5/10/2021,0.044285714,0.076285714,10,17
5/11/2021,0.1,0.7,5,8
5/12/2021,0,0,3,1
5/13/2021,-0.019047619,-0.933333333,6,32
5/14/2021,0.066666667,0.066666667,6,16
5/15/2021,,,0,0
5/16/2021,0.45,0.9,1,1
5/17/2021,0.027731481,0.027731481,15,16
5/18/2021,0.062745098,0.188235294,17,20
5/19/2021,0.048333333,0.111666667,10,9
5/20/2021,-0.034166667,-0.103333333,10,10
5/21/2021,0,0,9,17
5/22/2021,0.45,1.35,1,2
5/23/2021,0.066666667,0.266666667,3,8
5/24/2021,0.076044974,0.297328042,7,11
5/25/2021,0.071204649,0.210969388,21,124
5/26/2021,0.027635215,0.487986479,27,134
5/27/2021,0.009723797,0.049666478,36,117
5/28/2021,0.067339545,0.175439959,23,51
5/29/2021,0.1625,1.075,4,14
5/30/2021,0.056119529,0.278341751,6,26
5/31/2021,0.021620671,-0.134943182,35,147
6/1/2021,0.056767677,0.223997114,21,54
6/2/2021,0.003885582,-0.249186508,15,70
6/3/2021,0.063749098,0.442338564,14,34
6/4/2021,0.052414773,-0.254024621,22,58
6/5/2021,,,0,0
6/6/2021,0.333333333,0.333333333,2,0
6/7/2021,-0.007843137,-0.044117647,17,29
6/8/2021,0.036682736,-0.136069789,11,56
6/9/2021,0.007171351,0.064417728,23,17
6/10/2021,0.064400553,0.067416426,21,22
6/11/2021,0.019791667,0.141666667,8,17
6/12/2021,,,0,0
6/13/2021,,,0,0
6/14/2021,0.02,0.02,5,5
6/15/2021,0,0,11,4
6/16/2021,0.04,0.08,5,6
6/17/2021,0.007447917,0.02234375,10,9
6/18/2021,0.1875,0.3125,8,5
6/19/2021,0.201666667,1.015,3,11
